measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Zimbabwe,Female,15-49 years,Tuberculosis,Rate,2000,19.887101955512293,27.263816217832375,12.624497880929018
Deaths,Zimbabwe,Both,15-49 years,Tuberculosis,Rate,2000,45.84529570789398,58.049625358282604,33.9375144524299
Deaths,Zimbabwe,Male,15-49 years,HIV/AIDS,Number,2000,28343.460670625776,40417.350445600474,17870.85227878199
Deaths,Zimbabwe,Female,15-49 years,HIV/AIDS,Number,2000,44137.84857056606,61564.96217688835,28729.90110726388
Deaths,Zimbabwe,Both,15-49 years,HIV/AIDS,Number,2000,72481.30924119185,101155.0397925339,46967.60678936071
Deaths,Zimbabwe,Male,15-49 years,HIV/AIDS,Percent,2000,0.6737188221111458,0.7659479182177606,0.5592402037767098
Deaths,Zimbabwe,Female,15-49 years,HIV/AIDS,Percent,2000,0.8726952255397693,0.9213346667578455,0.8139688690663746
Deaths,Zimbabwe,Both,15-49 years,HIV/AIDS,Percent,2000,0.7824617642326964,0.8493680563645348,0.697689750269628
Deaths,Zimbabwe,Male,15-49 years,HIV/AIDS,Rate,2000,1015.912921391849,1448.6766116271003,640.5438615022432
Deaths,Zimbabwe,Female,15-49 years,HIV/AIDS,Rate,2000,1447.4607436226022,2018.9671408923732,942.1710701290465
Deaths,Zimbabwe,Both,15-49 years,HIV/AIDS,Rate,2000,1241.2714716309886,1732.320599899045,804.3390911223099
Deaths,Malawi,Male,15-49 years,Tuberculosis,Number,2003,1901.2292218609466,3004.4313785201093,977.905694176473
Deaths,Malawi,Female,15-49 years,Tuberculosis,Number,2003,1018.0963608706763,1543.6901644343507,695.5072935723875
Deaths,Malawi,Both,15-49 years,Tuberculosis,Number,2003,2919.3255827316257,4160.380133117658,1872.0237562430286
Deaths,Malawi,Male,15-49 years,Tuberculosis,Percent,2003,0.06925806154360238,0.11206132895526513,0.0335570183906388
Deaths,Malawi,Female,15-49 years,Tuberculosis,Percent,2003,0.029841135622311395,0.045659180652747884,0.018910153803327303
Deaths,Malawi,Both,15-49 years,Tuberculosis,Percent,2003,0.0473673623616379,0.06898342378798243,0.0286328758688062
Deaths,Malawi,Male,15-49 years,Tuberculosis,Rate,2003,71.92856270382038,113.66563711222757,36.99677568239058
Deaths,Malawi,Female,15-49 years,Tuberculosis,Rate,2003,36.47426491410228,55.304159966469655,24.917206514474422
Deaths,Malawi,Both,15-49 years,Tuberculosis,Rate,2003,53.71846467677303,76.55509017041865,34.447080044331585
Deaths,Malawi,Male,15-49 years,HIV/AIDS,Number,2003,15557.587292766539,22194.30754286971,9959.490041570853
Deaths,Malawi,Female,15-49 years,HIV/AIDS,Number,2003,25843.96440250633,34948.95186835756,17980.542515943358
Deaths,Malawi,Both,15-49 years,HIV/AIDS,Number,2003,41401.551695272836,56181.86731169418,28363.840762508993
Deaths,Malawi,Male,15-49 years,HIV/AIDS,Percent,2003,0.5555553371891733,0.6503330746424263,0.4458991029621557
Deaths,Malawi,Female,15-49 years,HIV/AIDS,Percent,2003,0.7429520349106318,0.8074839142968425,0.6636314856885679
Deaths,Malawi,Both,15-49 years,HIV/AIDS,Percent,2003,0.6597066366341445,0.7363666624715498,0.5685487785339762
Deaths,Malawi,Male,15-49 years,HIV/AIDS,Rate,2003,588.584942962634,839.6697375619951,376.7940213184868
Deaths,Malawi,Female,15-49 years,HIV/AIDS,Rate,2003,925.884464650772,1252.0792509527537,644.1699393414316
Deaths,Malawi,Both,15-49 years,HIV/AIDS,Rate,2003,761.8293092972112,1033.801667244816,521.922593050673
Deaths,Global,Male,15-49 years,Tuberculosis,Number,2003,338977.37235983886,377502.9845899767,291146.5548561714
Deaths,Global,Female,15-49 years,Tuberculosis,Number,2003,206824.32359495125,222146.7933818127,193029.2191183447
Deaths,Global,Both,15-49 years,Tuberculosis,Number,2003,545801.6959547903,591695.364274893,495710.10881987604
Deaths,Global,Male,15-49 years,Tuberculosis,Percent,2003,0.06504611435588116,0.07222213315347319,0.05611218130504873
Deaths,Global,Female,15-49 years,Tuberculosis,Percent,2003,0.06042439132624379,0.06538897299331521,0.05529258836534279
Deaths,Global,Both,15-49 years,Tuberculosis,Percent,2003,0.06321217541788665,0.06898115037265487,0.057438306301666214
Deaths,Global,Male,15-49 years,Tuberculosis,Rate,2003,20.105907680963888,22.390993548080417,17.268898253641687
Deaths,Global,Female,15-49 years,Tuberculosis,Rate,2003,12.509785160237794,13.436565926765368,11.675387202271542
Deaths,Global,Both,15-49 years,Tuberculosis,Rate,2003,16.344992301244172,17.719358963948842,14.84491157202436
Deaths,Global,Male,15-49 years,HIV/AIDS,Number,2003,488628.18629272707,610640.9761416478,380536.7319621138
Deaths,Global,Female,15-49 years,HIV/AIDS,Number,2003,660341.1855493932,825104.207108675,510432.8790852496
Deaths,Global,Both,15-49 years,HIV/AIDS,Number,2003,1148969.3718421191,1435281.4782857108,894454.087072957
Deaths,Global,Male,15-49 years,HIV/AIDS,Percent,2003,0.09367092782153293,0.11499398864910573,0.07444500200646008
Deaths,Global,Female,15-49 years,HIV/AIDS,Percent,2003,0.1924660192209296,0.2328423757723496,0.15388061332937408
Deaths,Global,Both,15-49 years,HIV/AIDS,Percent,2003,0.1328602738915164,0.16247707781374324,0.10548575054851417
Deaths,Global,Male,15-49 years,HIV/AIDS,Rate,2003,28.98220944815592,36.21920545034069,22.570935483929762
Deaths,Global,Female,15-49 years,HIV/AIDS,Rate,2003,39.94078752486386,49.906491588254646,30.87357204940469
Deaths,Global,Both,15-49 years,HIV/AIDS,Rate,2003,34.40790982569679,42.98202971256709,26.78600172073276
Deaths,Malawi,Male,15-49 years,Tuberculosis,Number,2000,1919.033869540094,3014.9280446078014,1089.437858980512
Deaths,Malawi,Female,15-49 years,Tuberculosis,Number,2000,1064.812296389821,1638.134290715045,755.5731462583599
Deaths,Malawi,Both,15-49 years,Tuberculosis,Number,2000,2983.8461659299155,4263.388391475473,2018.6612046369992
Deaths,Malawi,Male,15-49 years,Tuberculosis,Percent,2000,0.07315984847768413,0.11928559498913957,0.03877382550430602
Deaths,Malawi,Female,15-49 years,Tuberculosis,Percent,2000,0.03342260382018539,0.052464759493641454,0.021718866354349668
Deaths,Malawi,Both,15-49 years,Tuberculosis,Percent,2000,0.0513048912839028,0.07612260017860299,0.03265805232582925
Deaths,Malawi,Male,15-49 years,Tuberculosis,Rate,2000,78.0592764307819,122.63624180294347,44.31434605617432
Deaths,Malawi,Female,15-49 years,Tuberculosis,Rate,2000,40.958583488275465,63.011725483207385,29.063531570255662
Deaths,Malawi,Both,15-49 years,Tuberculosis,Rate,2000,58.99073321488211,84.28732354389824,39.90899595752511
Deaths,Malawi,Male,15-49 years,HIV/AIDS,Number,2000,14716.843794910303,21478.769305318525,9030.927394458082
Deaths,Malawi,Female,15-49 years,HIV/AIDS,Number,2000,23598.74497634605,33445.85836573677,15732.926501992337
Deaths,Malawi,Both,15-49 years,HIV/AIDS,Number,2000,38315.58877125634,53563.747535742434,25077.434545815933
Deaths,Malawi,Male,15-49 years,HIV/AIDS,Percent,2000,0.5483074797575767,0.6494249993344905,0.4286338923120669
Deaths,Malawi,Female,15-49 years,HIV/AIDS,Percent,2000,0.7227945084636214,0.7964515965337823,0.6284026700378179
Deaths,Malawi,Both,15-49 years,HIV/AIDS,Percent,2000,0.6443858673163203,0.7312677131886792,0.5399977942019063
Deaths,Malawi,Male,15-49 years,HIV/AIDS,Rate,2000,598.6273594279268,873.6777485843241,367.34508395063864
Deaths,Malawi,Female,15-49 years,HIV/AIDS,Rate,2000,907.7385466051517,1286.513113019645,605.1755655260056
Deaths,Malawi,Both,15-49 years,HIV/AIDS,Rate,2000,757.5004036683997,1058.9569854334434,495.7816753079363
Deaths,South Africa,Male,15-49 years,HIV/AIDS,Number,2000,45178.81966970711,47586.22612366538,42626.66944085837
Deaths,South Africa,Female,15-49 years,HIV/AIDS,Number,2000,71960.57978203039,75812.80310468726,67663.57017597397
Deaths,South Africa,Both,15-49 years,HIV/AIDS,Number,2000,117139.39945173755,123049.43931200232,110071.58320654488
Deaths,South Africa,Male,15-49 years,HIV/AIDS,Percent,2000,0.3852303243761445,0.4017875389757887,0.368506066034784
Deaths,South Africa,Female,15-49 years,HIV/AIDS,Percent,2000,0.6875262026712,0.7154333806926628,0.6609248986708697
Deaths,South Africa,Both,15-49 years,HIV/AIDS,Percent,2000,0.5277431240990229,0.5455070565670259,0.508469843456468
Deaths,South Africa,Male,15-49 years,HIV/AIDS,Rate,2000,383.972818008247,404.43326046724746,362.2822045191011
Deaths,South Africa,Female,15-49 years,HIV/AIDS,Rate,2000,567.6391591896693,598.026251879962,533.7435051079478
Deaths,South Africa,Both,15-49 years,HIV/AIDS,Rate,2000,479.22867360308305,503.4072213541574,450.3135500809624
Deaths,Mozambique,Male,15-49 years,Tuberculosis,Number,2000,3094.344429740091,4910.89216008521,1962.5522374418542
Deaths,Mozambique,Female,15-49 years,Tuberculosis,Number,2000,1453.2488720554209,2234.3594066831647,1023.63627322741
Deaths,Mozambique,Both,15-49 years,Tuberculosis,Number,2000,4547.593301795513,6742.848478427818,3120.9450943713346
Deaths,Mozambique,Male,15-49 years,Tuberculosis,Percent,2000,0.13252231364564349,0.20715671867333743,0.08475109136795166
Deaths,Mozambique,Female,15-49 years,Tuberculosis,Percent,2000,0.05641640164139375,0.0868663095993022,0.041358768666412415
Deaths,Mozambique,Both,15-49 years,Tuberculosis,Percent,2000,0.09261224924917362,0.13110735776699192,0.06602052808159965
Deaths,Mozambique,Male,15-49 years,Tuberculosis,Rate,2000,84.64665210786917,134.33882027441607,53.68616204764712
Deaths,Mozambique,Female,15-49 years,Tuberculosis,Rate,2000,34.20499742998449,52.58993090093702,24.093241541939527
Deaths,Mozambique,Both,15-49 years,Tuberculosis,Rate,2000,57.53354569359499,85.30665679480296,39.48440972575971
Deaths,Mozambique,Male,15-49 years,HIV/AIDS,Number,2000,6915.907227359397,7966.475231625088,5923.470102345395
Deaths,Mozambique,Female,15-49 years,HIV/AIDS,Number,2000,13780.979032572835,15795.830803668903,12000.980161720634
Deaths,Mozambique,Both,15-49 years,HIV/AIDS,Number,2000,20696.886259932224,23704.25903953109,18049.99619263505
Deaths,Mozambique,Male,15-49 years,HIV/AIDS,Percent,2000,0.2967406207763074,0.33396505138528454,0.2587724251779936
Deaths,Mozambique,Female,15-49 years,HIV/AIDS,Percent,2000,0.5361260437273151,0.5909604025340659,0.4821323984649793
Deaths,Mozambique,Both,15-49 years,HIV/AIDS,Percent,2000,0.42228559173657526,0.46732805265676786,0.37589261060730184
Deaths,Mozambique,Male,15-49 years,HIV/AIDS,Rate,2000,189.1865648368561,217.9251446530034,162.03817138310927
Deaths,Mozambique,Female,15-49 years,HIV/AIDS,Rate,2000,324.36175348625846,371.7851514859869,282.4660686014242
Deaths,Mozambique,Both,15-49 years,HIV/AIDS,Rate,2000,261.84515024261356,299.8927080935786,228.35821319117633
Deaths,Nigeria,Male,15-49 years,Tuberculosis,Number,2000,10584.37348493934,14448.004948746458,7040.5509585435475
Deaths,Nigeria,Female,15-49 years,Tuberculosis,Number,2000,5605.525685376526,8007.3687327646385,3613.9992554326745
Deaths,Nigeria,Both,15-49 years,Tuberculosis,Number,2000,16189.89917031587,20690.88710024527,11531.937254837972
Deaths,Nigeria,Male,15-49 years,Tuberculosis,Percent,2000,0.08508395144731347,0.10836876440861667,0.05881699743785827
Deaths,Nigeria,Female,15-49 years,Tuberculosis,Percent,2000,0.05030129773792322,0.0701806418125015,0.03720906989831488
Deaths,Nigeria,Both,15-49 years,Tuberculosis,Percent,2000,0.06877681146459502,0.08385453734324746,0.05150849277271006
Deaths,Nigeria,Male,15-49 years,Tuberculosis,Rate,2000,37.04398235529995,50.56620886934976,24.64104709182718
Deaths,Nigeria,Female,15-49 years,Tuberculosis,Rate,2000,19.386653466651808,27.693403173012765,12.498979600894415
Deaths,Nigeria,Both,15-49 years,Tuberculosis,Rate,2000,28.162809244013804,35.9924110930868,20.060146496613534
Deaths,Kenya,Male,15-49 years,Tuberculosis,Number,2000,5445.180074439627,7566.155387374817,2578.8353110290777
Deaths,Kenya,Female,15-49 years,Tuberculosis,Number,2000,753.4499770335735,1056.8989766038562,542.6485465545114
Deaths,Kenya,Both,15-49 years,Tuberculosis,Number,2000,6198.630051473201,8593.302588752395,3289.336076317671
Deaths,Kenya,Male,15-49 years,Tuberculosis,Percent,2000,0.09624442862385087,0.14357839895504768,0.044743914829560014
Deaths,Kenya,Female,15-49 years,Tuberculosis,Percent,2000,0.011263185227856324,0.01805784020062924,0.006908779604127255
Deaths,Kenya,Both,15-49 years,Tuberculosis,Percent,2000,0.050065847775493194,0.07515124075502914,0.02655661902978703
Deaths,Kenya,Male,15-49 years,Tuberculosis,Rate,2000,75.87450512463076,105.42870719885276,35.93413814553982
Deaths,Kenya,Female,15-49 years,Tuberculosis,Rate,2000,10.062636909455444,14.115324143232067,7.247296383125987
Deaths,Kenya,Both,15-49 years,Tuberculosis,Rate,2000,42.27060922013702,58.6007121933682,22.431124090504078
Deaths,Kenya,Male,15-49 years,HIV/AIDS,Number,2000,35447.519132784226,50535.51397718055,22584.66753538052
Deaths,Kenya,Female,15-49 years,HIV/AIDS,Number,2000,54200.49009462583,75104.44222484878,35880.506094169505
Deaths,Kenya,Both,15-49 years,HIV/AIDS,Number,2000,89648.00922741005,121386.08455367075,59900.057225361445
Deaths,Kenya,Male,15-49 years,HIV/AIDS,Percent,2000,0.6105042277301799,0.7078630072637281,0.4906325297444886
Deaths,Kenya,Female,15-49 years,HIV/AIDS,Percent,2000,0.7868053673179976,0.8553680748280212,0.6864042621619244
Deaths,Kenya,Both,15-49 years,HIV/AIDS,Percent,2000,0.7065313578600116,0.7841752131513862,0.6011220989845003
Deaths,Kenya,Male,15-49 years,HIV/AIDS,Rate,2000,493.93462389261094,704.1745289997652,314.7004229842039
Deaths,Kenya,Female,15-49 years,HIV/AIDS,Rate,2000,723.8700229098989,1003.0509727683637,479.19903903194705
Deaths,Kenya,Both,15-49 years,HIV/AIDS,Rate,2000,611.3408824123101,827.7738310437236,408.4792752933088
Deaths,Mozambique,Male,15-49 years,Tuberculosis,Number,2003,3318.6626705603617,5218.731617168424,2138.2916835003616
Deaths,Mozambique,Female,15-49 years,Tuberculosis,Number,2003,1357.8517745157185,2031.215843546471,910.3246069281215
Deaths,Mozambique,Both,15-49 years,Tuberculosis,Number,2003,4676.51444507608,6876.087232809068,3239.2922974429944
Deaths,Mozambique,Male,15-49 years,Tuberculosis,Percent,2003,0.11720004974596357,0.1791316154161694,0.07790435899245679
Deaths,Mozambique,Female,15-49 years,Tuberculosis,Percent,2003,0.041799930179408244,0.06288525894660155,0.02997482231831575
Deaths,Mozambique,Both,15-49 years,Tuberculosis,Percent,2003,0.07695455909889348,0.1097974190340457,0.05632173552990801
Deaths,Mozambique,Male,15-49 years,Tuberculosis,Rate,2003,84.42913963527812,132.76824557482223,54.39966186642356
Deaths,Mozambique,Female,15-49 years,Tuberculosis,Rate,2003,30.02482503528738,44.91425460127088,20.12910213125564
Deaths,Mozambique,Both,15-49 years,Tuberculosis,Rate,2003,55.322821876819376,81.34360615323179,38.32058959361909
Deaths,Mozambique,Male,15-49 years,HIV/AIDS,Number,2003,10336.275024589557,11514.662288764643,9052.827652317159
Deaths,Mozambique,Female,15-49 years,HIV/AIDS,Number,2003,20750.8317956559,22983.724717468765,18407.116613370734
Deaths,Mozambique,Both,15-49 years,HIV/AIDS,Number,2003,31087.106820245466,34269.08748871381,27642.918297833214
Deaths,Mozambique,Male,15-49 years,HIV/AIDS,Percent,2003,0.36585433381530186,0.40371107890785973,0.32735779161132267
Deaths,Mozambique,Female,15-49 years,HIV/AIDS,Percent,2003,0.6413637130693026,0.7087942611226279,0.584163010725628
Deaths,Mozambique,Both,15-49 years,HIV/AIDS,Percent,2003,0.5128736733744178,0.5637089562008047,0.4673797540621089
Deaths,Mozambique,Male,15-49 years,HIV/AIDS,Rate,2003,262.9621910961973,292.94120154339987,230.31037674658717
Deaths,Mozambique,Female,15-49 years,HIV/AIDS,Rate,2003,458.8424934845745,508.2162326203308,407.01825198681877
Deaths,Mozambique,Both,15-49 years,HIV/AIDS,Rate,2003,367.7581868891493,405.40078412789137,327.0136900264869
Deaths,Nigeria,Male,15-49 years,HIV/AIDS,Number,2000,27098.666316637336,41288.385963669716,16553.980871903168
Deaths,Nigeria,Female,15-49 years,HIV/AIDS,Number,2000,33242.61048270117,48951.94749900081,21289.723059213553
Deaths,Nigeria,Both,15-49 years,HIV/AIDS,Number,2000,60341.27679933847,88959.86073708635,38097.66682024405
Deaths,Nigeria,Male,15-49 years,HIV/AIDS,Percent,2000,0.21780602641756766,0.31466412968106533,0.13846617410206477
Deaths,Nigeria,Female,15-49 years,HIV/AIDS,Percent,2000,0.3003934111989738,0.4384753303813057,0.19317912614402927
Deaths,Nigeria,Both,15-49 years,HIV/AIDS,Percent,2000,0.2555598988745773,0.3619795021225713,0.16903512442890617
Deaths,Nigeria,Male,15-49 years,HIV/AIDS,Rate,2000,94.84194017851463,144.5041828213378,57.93686099619604
Deaths,Nigeria,Female,15-49 years,HIV/AIDS,Rate,2000,114.96922963643952,169.2998116406125,73.63029027352242
Deaths,Nigeria,Both,15-49 years,HIV/AIDS,Rate,2000,104.96543864558572,154.74831325115144,66.27202010422369
Deaths,Global,Male,15-49 years,Tuberculosis,Number,2001,349007.09484992386,387260.74833886896,297219.88550326665
Deaths,Global,Female,15-49 years,Tuberculosis,Number,2001,217222.9658905882,233471.10522595304,200651.00571961002
Deaths,Global,Both,15-49 years,Tuberculosis,Number,2001,566230.0607405119,614976.9084740032,515996.52529901
Deaths,Global,Male,15-49 years,Tuberculosis,Percent,2001,0.06822893314170142,0.07540413623446397,0.05804887722150461
Deaths,Global,Female,15-49 years,Tuberculosis,Percent,2001,0.06465902445050493,0.07010348130962261,0.05886429456665813
Deaths,Global,Both,15-49 years,Tuberculosis,Percent,2001,0.06680996708896343,0.0727252020998312,0.06079527308641505
Deaths,Global,Male,15-49 years,Tuberculosis,Rate,2001,21.338132062695554,23.67694271174182,18.17188607943664
Deaths,Global,Female,15-49 years,Tuberculosis,Rate,2001,13.552656121007775,14.566386156943896,12.518722731287685
Deaths,Global,Both,15-49 years,Tuberculosis,Rate,2001,17.484816008871984,18.990086962727602,15.933637105510433
Deaths,Global,Male,15-49 years,HIV/AIDS,Number,2001,456304.4575561342,582725.6286358094,347946.5293492387
Deaths,Global,Female,15-49 years,HIV/AIDS,Number,2001,602742.6122612988,774284.70544645,451865.626192453
Deaths,Global,Both,15-49 years,HIV/AIDS,Number,2001,1059047.0698174331,1353721.8299354096,801503.6953808799
Deaths,Global,Male,15-49 years,HIV/AIDS,Percent,2001,0.08911285221578738,0.11191042080615612,0.06890122628824766
Deaths,Global,Female,15-49 years,HIV/AIDS,Percent,2001,0.17886978225284159,0.2198490863002385,0.13870976893288153
Deaths,Global,Both,15-49 years,HIV/AIDS,Percent,2001,0.12472571661350615,0.15547802902830943,0.09655991590190806
Deaths,Global,Male,15-49 years,HIV/AIDS,Rate,2001,27.89824310109318,35.62757492220906,21.27328957940881
Deaths,Global,Female,15-49 years,HIV/AIDS,Rate,2001,37.60543145134007,48.30803368165497,28.192136220875955
Deaths,Global,Both,15-49 years,HIV/AIDS,Rate,2001,32.70268472902357,41.8020496698095,24.749912828432418
Deaths,South Africa,Male,15-49 years,Tuberculosis,Number,2004,11174.980891212757,11974.100758006232,10308.84920318438
Deaths,South Africa,Female,15-49 years,Tuberculosis,Number,2004,11066.951770552816,12659.04031499879,9557.05917669362
Deaths,South Africa,Both,15-49 years,Tuberculosis,Number,2004,22241.93266176559,23958.24008591703,20536.44710588059
Deaths,South Africa,Male,15-49 years,Tuberculosis,Percent,2004,0.06696725165648251,0.07138722877752703,0.06223737158444111
Deaths,South Africa,Female,15-49 years,Tuberculosis,Percent,2004,0.061238167596510726,0.06974461803461347,0.05368111483039506
Deaths,South Africa,Both,15-49 years,Tuberculosis,Percent,2004,0.06399396031561307,0.06899592668648502,0.059113194733445396
Deaths,South Africa,Male,15-49 years,Tuberculosis,Rate,2004,87.64931506379814,93.91709392267717,80.85593886478962
Deaths,South Africa,Female,15-49 years,Tuberculosis,Rate,2004,81.54159323116978,93.2721437179489,70.41666468139333
Deaths,South Africa,Both,15-49 years,Tuberculosis,Rate,2004,84.50002690914849,91.02050450120949,78.02066301766538
Deaths,Global,Male,15-49 years,Tuberculosis,Number,2004,340988.3526610166,376040.1583734945,294815.0914680044
Deaths,Global,Female,15-49 years,Tuberculosis,Number,2004,203938.54915899932,220447.08313428462,188243.55460944277
Deaths,Global,Both,15-49 years,Tuberculosis,Number,2004,544926.9018200154,587939.5347254461,496523.0634015237
Deaths,Global,Male,15-49 years,Tuberculosis,Percent,2004,0.06464426694447127,0.07070119890001236,0.05591982013744466
Deaths,Global,Female,15-49 years,Tuberculosis,Percent,2004,0.05885406156133789,0.06345662309130924,0.05388222626086296
Deaths,Global,Both,15-49 years,Tuberculosis,Percent,2004,0.06234707213853115,0.06737999224136515,0.056553817053929235
Deaths,Global,Male,15-49 years,Tuberculosis,Rate,2004,19.934392418235984,21.983542908531284,17.235074682987033
Deaths,Global,Female,15-49 years,Tuberculosis,Rate,2004,12.153986532271825,13.13783436501648,11.218622653466024
Deaths,Global,Both,15-49 years,Tuberculosis,Rate,2004,16.081612704912068,17.3509802136429,14.653142610524181
Deaths,Global,Male,15-49 years,HIV/AIDS,Number,2004,492860.8637999357,609013.8911690441,390981.0244423136
Deaths,Global,Female,15-49 years,HIV/AIDS,Number,2004,666708.7699871381,823286.1315109261,526823.0027656626
Deaths,Global,Both,15-49 years,HIV/AIDS,Number,2004,1159569.6337870734,1430639.8736942268,919769.5353575267
Deaths,Global,Male,15-49 years,HIV/AIDS,Percent,2004,0.09336445841773806,0.11343808710970735,0.07480187375219863
Deaths,Global,Female,15-49 years,HIV/AIDS,Percent,2004,0.1920247439532194,0.228684125228836,0.15638368892740165
Deaths,Global,Both,15-49 years,HIV/AIDS,Percent,2004,0.1324993961275022,0.15941883037985966,0.10717600186768834
Deaths,Global,Male,15-49 years,HIV/AIDS,Rate,2004,28.812954430574926,35.603333075688774,22.856995285892197
Deaths,Global,Female,15-49 years,HIV/AIDS,Rate,2004,39.73338755613877,49.064821711508294,31.3967109548907
Deaths,Global,Both,15-49 years,HIV/AIDS,Rate,2004,34.22064444360942,42.220335043311664,27.143782764247003
Deaths,Malawi,Male,15-49 years,Tuberculosis,Number,2004,1921.5147229844868,3034.7778495615494,964.2181463844444
Deaths,Malawi,Female,15-49 years,Tuberculosis,Number,2004,1012.6599223734187,1531.8093425658988,695.7263756660262
Deaths,Malawi,Both,15-49 years,Tuberculosis,Number,2004,2934.1746453579062,4181.959910455326,1835.3682947084467
Deaths,Malawi,Male,15-49 years,Tuberculosis,Percent,2004,0.06935216468667443,0.11026483918686207,0.03317090841981568
Deaths,Malawi,Female,15-49 years,Tuberculosis,Percent,2004,0.029732308002339752,0.04365832474299489,0.0190640832032257
Deaths,Malawi,Both,15-49 years,Tuberculosis,Percent,2004,0.047458842115580886,0.06876874422083411,0.028433981368325152
Deaths,Malawi,Male,15-49 years,Tuberculosis,Rate,2004,70.9968595410258,112.13013054039304,35.6263001718969
Deaths,Malawi,Female,15-49 years,Tuberculosis,Rate,2004,35.425277388052066,53.58637156176151,24.338180369959133
Deaths,Malawi,Both,15-49 years,Tuberculosis,Rate,2004,52.7249554640047,75.14673687874999,32.980215322781255
Deaths,Malawi,Male,15-49 years,HIV/AIDS,Number,2004,15497.271736600369,21713.706995339246,10334.815881642733
Deaths,Malawi,Female,15-49 years,HIV/AIDS,Number,2004,25662.320300154443,33833.446711667224,18451.88092507376
